papel,cotacao,pl,pvp,psr,dy,pa,pcg,pebit,pacl,evebit,evebitda,mrgebit,mrgliq,roic,roe,liqc,liq2m,patrliq,divbpatr,c5y
SULT4,0.43,0.08,0.01,0.027,0.0,0.003,-0.01,0.47,0.0,0.53,0.52,0.0579,0.34740000000000004,0.0058,0.1481,0.25,0.0,449686000.0,0.0,0.1583
SUZA4,13.9,0.0,0.19,0.0,0.0,0.017,0.1,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,12826800000.0,6.16,0.3172
SUZB3,48.65,7.0,1.42,1.672,0.024300000000000002,0.442,2.7,7.51,-1.01,14.62,7.72,0.2227,0.2394,0.0707,0.20329999999999998,2.89,554374000.0,44603800000.0,1.77,0.1185
SUZB5,21.13,3.04,0.62,0.726,0.0,0.192,1.17,3.26,-0.44,10.37,5.48,0.2227,0.2394,0.0707,0.20329999999999998,2.89,0.0,44603800000.0,1.77,0.1185
SUZB6,17.88,2.57,0.52,0.615,0.0,0.163,0.99,2.76,-0.37,9.87,5.21,0.2227,0.2394,0.0707,0.20329999999999998,2.89,0.0,44603800000.0,1.77,0.1185
SYNE3,8.75,115.89,0.88,3.05,0.0,0.323,7.4,6.96,-1.21,9.05,6.94,0.4384,0.0702,0.0541,0.0076,1.38,2611520.0,1523120000.0,0.64,-0.0334
SZPQ4,6.64,-7.85,2.2,0.855,0.0,0.744,2.62,-20.31,-3.17,-22.77,-22.77,-0.0421,-0.10890000000000001,-0.0377,-0.28,2.97,0.0,684467000.0,0.3,-0.11710000000000001
TAEE11,33.69,10.36,1.64,3.413,0.1104,0.591,16.85,6.06,-1.26,10.59,10.5,0.5636,0.3293,0.10400000000000001,0.15869999999999998,1.26,91714400.0,7056880000.0,1.38,0.0529
TAEE3,11.21,10.35,1.64,3.407,0.1106,0.59,16.82,6.04,-1.26,10.58,10.48,0.5636,0.3293,0.10400000000000001,0.15869999999999998,1.26,1388720.0,7056880000.0,1.38,0.0529
TAEE4,11.29,10.42,1.65,3.431,0.10980000000000001,0.594,16.94,6.09,-1.27,10.62,10.53,0.5636,0.3293,0.10400000000000001,0.15869999999999998,1.26,2718950.0,7056880000.0,1.38,0.0529
TAMM3,52.6,-22.68,3.79,0.625,0.0,0.523,-31.04,9.74,-0.96,17.98,9.65,0.0641,-0.022099999999999998,0.0636,-0.16699999999999998,0.95,0.0,2174310000.0,4.08,0.09789999999999999
TAMM4,52.73,-22.74,3.8,0.626,0.0,0.524,-31.11,9.77,-0.96,18.01,9.66,0.0641,-0.022099999999999998,0.0636,-0.16699999999999998,0.95,0.0,2174310000.0,4.08,0.09789999999999999
TANC4,43.0,-18.54,3.1,0.511,0.0,0.428,-25.37,7.96,-0.78,16.2,8.69,0.0641,-0.022099999999999998,0.0636,-0.16699999999999998,0.95,0.0,2174310000.0,4.08,0.09789999999999999
TARP11,18.02,0.82,0.25,26.009,0.0,0.245,0.0,197.74,0.0,195.29,195.29,0.1315,31.7005,0.0,0.2989,0.0,0.0,678212000.0,0.0,-0.7136
TASA3,11.31,10.51,1.27,0.806,0.035699999999999996,0.658,3.86,8.04,9.19,9.61,7.99,0.1002,0.0767,0.098,0.1209,1.45,188555.0,1128000000.0,0.47,0.12689999999999999
TASA4,10.88,10.11,1.22,0.775,0.0371,0.633,3.71,7.73,8.85,9.3,7.73,0.1002,0.0767,0.098,0.1209,1.45,4972970.0,1128000000.0,0.47,0.12689999999999999
TBLE5,12.0,2.31,0.91,0.938,0.0,0.215,3.37,1.85,-0.39,4.87,4.13,0.5067,0.4052,0.1351,0.3926,1.51,0.0,10778800000.0,1.97,-0.0019
TBLE6,10.65,2.05,0.81,0.832,0.0,0.191,2.99,1.64,-0.35,4.66,3.95,0.5067,0.4052,0.1351,0.3926,1.51,0.0,10778800000.0,1.97,-0.0019
TCNO3,1.2,-6.81,-8.4,0.0,0.0,0.034,-0.08,-2.87,-0.04,-15.11,-17.45,0.0,0.0,-0.0159,1.2336,0.28,0.0,-946000.0,-35.76,-0.3239
TCNO4,0.85,-4.82,-5.95,0.0,0.0,0.024,-0.06,-2.04,-0.03,-14.27,-16.48,0.0,0.0,-0.0159,1.2336,0.28,0.0,-946000.0,-35.76,-0.3239
TCOC3,38.85,14.9,1.8,2.225,0.0,1.307,3.78,14.48,4.39,12.23,12.23,0.1537,0.1493,0.1398,0.1206,2.53,0.0,2812920000.0,0.04,0.1671
TCOC4,27.2,10.43,1.26,1.558,0.0,0.915,2.65,10.14,3.07,7.89,7.89,0.1537,0.1493,0.1398,0.1206,2.53,0.0,2812920000.0,0.04,0.1671
TCSA3,2.1,-1.91,0.3,0.402,0.0,0.097,0.33,-1.54,-0.69,-7.14,-7.78,-0.2606,-0.20920000000000002,-0.0736,-0.1576,2.25,286715.0,513855000.0,1.48,0.1253
TCSL4,7.82,9.95,0.83,1.105,0.0,0.475,8.93,5.69,-2.2,5.61,2.18,0.19440000000000002,0.11109999999999999,0.0967,0.0833,1.34,0.0,22847800000.0,0.14,0.0229
TDBH3,0.56,-15.81,1.08,0.769,0.0,0.688,-5.22,7.4,-4.8,8.91,8.91,0.1038,-0.048600000000000004,0.1048,-0.06849999999999999,0.63,0.0,554115000.0,0.27,0.3574
TDBH4,0.66,-18.63,1.28,0.906,0.0,0.811,-6.15,8.73,-5.66,10.23,10.23,0.1038,-0.048600000000000004,0.1048,-0.06849999999999999,0.63,0.0,554115000.0,0.27,0.3574
TECN3,3.95,4.59,0.68,0.781,0.0388,0.425,0.83,4.57,1.6,4.2,5.01,0.17079999999999998,0.17,0.1222,0.1489,4.94,979996.0,396632000.0,0.23,0.071
TEFC11,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,3.45,0.2354,0.1418,0.1485,0.4672,0.61,0.0,45856000000.0,2.95,0.1291
TEKA3,50.0,-0.16,-0.01,0.085,0.0,0.021,-0.01,4.77,-0.01,110.61,59.76,0.0177,-0.5204,0.0072,0.0735,0.04,3937.21,-2108200000.0,-0.26,0.2263
TEKA4,31.0,-0.1,-0.01,0.052,0.0,0.013,-0.01,2.96,0.0,108.79,58.78,0.0177,-0.5204,0.0072,0.0735,0.04,2268.09,-2108200000.0,-0.26,0.2263
TELB3,12.98,-4.89,0.83,2.815,0.0,0.279,0.85,-3.27,-1.12,0.14,0.58,-0.8604,-0.5754,-0.1331,-0.17059999999999997,4.81,5578.53,1343740000.0,0.07,0.1558
TELB4,8.92,-3.36,0.57,1.934,0.0,0.192,0.58,-2.25,-0.77,1.17,4.76,-0.8604,-0.5754,-0.1331,-0.17059999999999997,4.81,30795.3,1343740000.0,0.07,0.1558
TEMP3,4.15,11.64,4.92,0.98,0.0,2.014,9.98,10.6,19.39,9.55,7.74,0.0925,0.0842,0.34490000000000004,0.4227,1.41,0.0,135736000.0,0.23,-0.1311
TEND3,11.31,-28.12,1.61,0.465,0.0,0.305,1.17,6.68,-1.37,8.7,6.68,0.0696,-0.0163,0.056799999999999996,-0.057300000000000004,1.82,33637500.0,863549000.0,1.35,0.08960000000000001
TENE5,0.5,0.0,0.0,2.241,0.0,0.006,-0.13,-0.07,0.0,-0.07,-0.18,-30.8889,-644.518,-0.0817,0.1377,0.0,0.0,-126362000.0,0.0,0.0
TENE7,9.8,-0.07,-0.01,43.919,0.0,0.113,-2.54,-1.42,-0.01,-1.42,-3.57,-30.8889,-644.518,-0.0817,0.1377,0.0,0.0,-126362000.0,0.0,0.0
TERI3,64.28,-8.83,0.29,0.107,0.0,0.081,7.9,7.2,-0.26,39.56,39.56,0.0149,-0.0191,0.0125,-0.0327,1.03,0.0,3641000000.0,1.43,0.0794
TESA3,48.0,-13.3,1.62,1.007,0.0,0.523,-11.1,9.41,-1.35,15.25,10.09,0.10710000000000001,-0.0758,0.0642,-0.12179999999999999,0.86,0.0,858223000.0,1.04,0.1548
TFCO4,11.63,16.05,4.27,2.638,0.0165,2.668,5.48,12.5,7.54,12.64,11.69,0.21100000000000002,0.1643,0.2702,0.2661,3.0,2057390.0,434794000.0,0.24,0.3542
TGMA3,23.41,8.39,1.77,0.944,0.0782,1.264,3.44,7.18,5.56,6.59,5.91,0.1315,0.11289999999999999,0.24559999999999998,0.21109999999999998,3.55,5869030.0,872453000.0,0.2,0.0866
TIET11,17.44,6.09,3.13,3.01,0.0,0.638,1434.52,5.02,-1.05,8.78,6.62,0.5992999999999999,0.4991,0.13970000000000002,0.5145000000000001,1.0,0.0,2222740000.0,2.67,0.0776
TIET3,3.49,6.09,3.13,3.012,0.0,0.638,1435.34,5.03,-1.05,8.78,6.63,0.5992999999999999,0.4991,0.13970000000000002,0.5145000000000001,1.0,0.0,2222740000.0,2.67,0.0776
TIET4,3.51,6.13,3.15,3.029,0.0,0.642,1443.57,5.06,-1.05,8.81,6.65,0.5992999999999999,0.4991,0.13970000000000002,0.5145000000000001,1.0,0.0,2222740000.0,2.67,0.0776
TIMP3,13.46,17.13,1.43,1.903,0.0,0.818,15.37,9.79,-3.78,9.72,3.77,0.19440000000000002,0.11109999999999999,0.0967,0.0833,1.34,0.0,22847800000.0,0.14,0.0229
TIMS3,16.07,13.21,1.55,1.602,0.06280000000000001,0.716,-15.95,7.53,-2.05,7.51,3.16,0.2127,0.12119999999999999,0.10980000000000001,0.1177,0.81,127661000.0,25025200000.0,0.13,0.0966
TKNO4,65.0,4.75,0.65,0.681,0.0638,0.512,1.33,5.0,1.48,3.42,2.94,0.136,0.1433,0.1364,0.1366,3.23,2817.33,295436000.0,0.01,0.1674
TLCP3,48.0,-5.02,1.76,0.824,0.0,0.533,-2.76,-26.61,-1.33,-43.86,-43.86,-0.031,-0.16399999999999998,-0.0252,-0.3504,0.61,0.0,262979000.0,1.21,0.0909
TLCP4,34.11,-3.57,1.25,0.586,0.0,0.379,-1.96,-18.91,-0.95,-36.16,-36.16,-0.031,-0.16399999999999998,-0.0252,-0.3504,0.61,0.0,262979000.0,1.21,0.0909
TMAR3,62.0,166.16,1.04,0.765,0.0,0.268,2.2,5.96,-0.74,10.21,3.96,0.1284,-0.0042,0.057800000000000004,0.0063,1.62,0.0,20448500000.0,1.38,0.14800000000000002
TMAR5,42.67,114.35,0.72,0.527,0.0,0.184,1.51,4.1,-0.51,8.35,3.24,0.1284,-0.0042,0.057800000000000004,0.0063,1.62,0.0,20448500000.0,1.38,0.14800000000000002
TMAR6,42.01,112.59,0.71,0.519,0.0,0.181,1.49,4.04,-0.5,8.29,3.21,0.1284,-0.0042,0.057800000000000004,0.0063,1.62,0.0,20448500000.0,1.38,0.14800000000000002
TMCP3,56.0,18.58,1.38,1.525,0.0,0.937,3.85,24.25,4.74,19.68,19.68,0.0629,0.0975,0.0554,0.07440000000000001,2.3,0.0,1798930000.0,0.03,0.10490000000000001
TMCP4,58.2,19.31,1.44,1.585,0.0,0.973,4.0,25.21,4.92,20.63,20.63,0.0629,0.0975,0.0554,0.07440000000000001,2.3,0.0,1798930000.0,0.03,0.10490000000000001
TMGC11,900.0,14.26,1.83,1.309,0.0,1.26,7.62,20.08,13.46,18.75,18.75,0.0652,0.09179999999999999,0.0873,0.1283,1.69,0.0,1167010000.0,0.05,0.10490000000000001
TMGC12,550.0,8.71,1.12,0.8,0.0,0.77,4.66,12.27,8.22,10.94,10.94,0.0652,0.09179999999999999,0.0873,0.1283,1.69,0.0,1167010000.0,0.05,0.10490000000000001
TMGC13,966.14,15.31,1.96,1.406,0.0,1.353,8.18,21.56,14.45,20.23,20.23,0.0652,0.09179999999999999,0.0873,0.1283,1.69,0.0,1167010000.0,0.05,0.10490000000000001
TMGC3,1500.0,23.77,3.05,2.182,0.0,2.101,12.7,33.47,22.43,32.14,32.14,0.0652,0.09179999999999999,0.0873,0.1283,1.69,0.0,1167010000.0,0.05,0.10490000000000001
TMGC7,800.01,12.68,1.63,1.164,0.0,1.12,6.77,17.85,11.96,16.52,16.52,0.0652,0.09179999999999999,0.0873,0.1283,1.69,0.0,1167010000.0,0.05,0.10490000000000001
TNCP3,184.85,14.59,2.52,3.129,0.0,1.717,53.3,12.0,-22.58,12.03,8.83,0.2608,0.2144,0.1648,0.1729,1.15,0.0,13081500000.0,0.09,0.9779000000000001
TNCP4,182.6,14.42,2.49,3.091,0.0,1.696,52.65,11.85,-22.3,11.88,8.72,0.2608,0.2144,0.1648,0.1729,1.15,0.0,13081500000.0,0.09,0.9779000000000001
TNEP3,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.09,-1.09,0.20920000000000002,0.25420000000000004,0.2053,0.228,2.39,0.0,955105000.0,0.06,0.0815
TNEP4,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.09,-1.09,0.20920000000000002,0.25420000000000004,0.2053,0.228,2.39,0.0,955105000.0,0.06,0.0815
TNLP3,27.75,35.39,0.96,0.468,0.0,0.17,1.76,4.63,-0.45,10.31,10.31,0.1012,-0.0007000000000000001,0.0458,0.027200000000000002,1.48,0.0,13736000000.0,2.02,0.1539
TNLP4,20.36,25.96,0.71,0.344,0.0,0.125,1.29,3.4,-0.33,9.07,9.07,0.1012,-0.0007000000000000001,0.0458,0.027200000000000002,1.48,0.0,13736000000.0,2.02,0.1539
TOTS3,28.5,22.92,3.67,3.758,0.0154,1.949,9.03,10.7,-31.04,10.16,8.62,0.35119999999999996,0.1697,0.2607,0.1603,2.36,135119000.0,4786840000.0,0.35,0.1924
TOYB3,2.29,-43.94,-4.97,4.815,0.0,4.035,-5.93,-8.28,-3.5,-8.39,-8.87,-0.5816,-0.1096,-0.5936,0.1131,0.49,0.0,-13852000.0,-0.07,-0.2699
TOYB4,2.5,-47.96,-5.43,5.256,0.0,4.405,-6.47,-9.04,-3.83,-9.15,-9.67,-0.5816,-0.1096,-0.5936,0.1131,0.49,0.0,-13852000.0,-0.07,-0.2699
TPIS3,4.2,2.39,0.2,0.165,0.0,0.066,-0.61,1.05,-0.11,9.17,4.56,0.1562,0.0697,0.0662,0.0857,0.36,196737.0,902530000.0,1.63,0.0366
TPRC3,113.5,0.14,0.01,0.016,0.0,0.007,0.13,0.08,-0.03,0.01,0.0,0.19440000000000002,0.11109999999999999,0.0967,0.0833,1.34,0.0,22847800000.0,0.14,0.0229
TPRC6,105.0,0.13,0.01,0.015,0.0,0.006,0.12,0.08,-0.03,0.0,0.0,0.19440000000000002,0.11109999999999999,0.0967,0.0833,1.34,0.0,22847800000.0,0.14,0.0229
TRAD3,0.61,-0.77,0.63,3.296,0.0,0.569,2.16,-2.74,2.29,-1.57,-2.39,-1.2015,-4.3069999999999995,-0.2775,-0.8173,4.36,509731.0,272487000.0,0.01,-0.2891
TRFO3,4.53,10.32,2.58,0.804,0.0,1.039,4.65,5.52,7.37,5.12,5.12,0.1458,0.078,0.2763,0.2501,1.43,0.0,76165000.0,0.26,0.16469999999999999
TRFO4,4.7,10.7,2.68,0.835,0.0,1.078,4.82,5.73,7.65,5.33,5.33,0.1458,0.078,0.2763,0.2501,1.43,0.0,76165000.0,0.26,0.16469999999999999
TRIS3,4.71,6.94,0.64,0.795,0.042,0.312,0.65,8.8,1.17,15.58,14.85,0.0902,0.1177,0.0407,0.0919,2.7,2604640.0,1377560000.0,0.72,0.0613
TROR3,2.63,-0.03,-0.01,0.598,0.0,0.532,-0.01,-6.57,-0.01,-728.92,-728.92,-0.0911,-17.4552,-0.0977,0.2114,0.01,0.0,-1959650000.0,-0.8,0.0634
TROR4,1.56,-0.02,0.0,0.355,0.0,0.316,0.0,-3.9,0.0,-726.24,-726.24,-0.0911,-17.4552,-0.0977,0.2114,0.01,0.0,-1959650000.0,-0.8,0.0634
TRPL3,33.4,8.05,1.22,3.323,0.066,0.58,4.81,6.43,-1.74,8.66,8.59,0.5166,0.4217,0.09789999999999999,0.1518,3.08,63957.7,18016200000.0,0.58,0.1852
TRPL4,25.01,6.02,0.91,2.488,0.08810000000000001,0.434,3.6,4.82,-1.3,7.04,6.99,0.5166,0.4217,0.09789999999999999,0.1518,3.08,95371700.0,18016200000.0,0.58,0.1852
TRPN3,0.71,0.44,0.54,0.263,1.0473999999999999,0.399,0.59,0.36,0.59,-0.35,-0.35,0.7228,0.5929,5.2301,1.2235,3.61,0.0,59358000.0,0.0,0.057699999999999994
TSEP3,40.0,33.05,1.79,1.768,0.0,1.25,5.24,20.44,6.11,17.91,17.91,0.08650000000000001,0.0535,0.091,0.054299999999999994,1.88,0.0,2047020000.0,0.0,0.045
TSEP4,29.01,23.97,1.3,1.282,0.0,0.906,3.8,14.82,4.43,12.29,12.29,0.08650000000000001,0.0535,0.091,0.054299999999999994,1.88,0.0,2047020000.0,0.0,0.045
TSPP3,12.6,1.72,0.51,0.262,0.0,0.225,-5.59,1.19,-0.91,1.63,1.63,0.22010000000000002,0.152,0.23920000000000002,0.2988,0.89,0.0,9816290000.0,0.35,0.1306
TSPP4,9.05,1.24,0.37,0.188,0.0,0.162,-4.02,0.85,-0.65,1.3,1.3,0.22010000000000002,0.152,0.23920000000000002,0.2988,0.89,0.0,9816290000.0,0.35,0.1306
TTEN3,9.65,7.66,1.4,0.487,0.012199999999999999,0.646,2.85,9.95,5.68,10.63,9.31,0.0489,0.0635,0.1197,0.18289999999999998,1.53,10636100.0,3435220000.0,0.41,0.2999
TUPY3,22.62,6.86,0.94,0.292,0.0297,0.304,0.95,3.62,-5.08,6.23,4.44,0.0808,0.0425,0.1209,0.1371,2.07,15677400.0,3471280000.0,1.22,0.275
TUPY4,48.21,14.61,2.0,0.623,0.0,0.647,2.03,7.71,-10.82,10.32,7.35,0.0808,0.0425,0.1209,0.1371,2.07,0.0,3471280000.0,1.22,0.275
TVIT3,19.3,23.46,5.45,1.705,0.0,2.424,175.42,16.02,-12.72,17.14,17.14,0.10640000000000001,0.0727,0.17579999999999998,0.2324,1.04,0.0,314984000.0,0.56,0.0
TXRX3,9.39,7.73,-0.12,0.354,0.0,0.211,-0.22,-2.13,-0.09,-18.08,-20.73,-0.1664,0.0458,-0.1032,-0.0158,0.3,226.0,-328381000.0,-0.91,0.1042
TXRX4,2.29,1.88,-0.03,0.086,0.0,0.051,-0.05,-0.52,-0.02,-16.47,-18.88,-0.1664,0.0458,-0.1032,-0.0158,0.3,6507.21,-328381000.0,-0.91,0.1042
UBBR11,14.75,1201.81,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,10317200000.0,0.0,0.1058
UBBR3,18.0,1466.61,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,10317200000.0,0.0,0.1058
UBBR4,7.49,610.27,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,10317200000.0,0.0,0.1058
UCAS3,2.17,9.93,0.74,0.665,0.0926,0.397,3.82,35.22,-3.9,37.44,10.97,0.0189,0.0669,0.0143,0.0748,1.4,103750.0,193055000.0,0.39,0.1206
UCOP4,6.5,18.01,1.3,19.05,0.0,0.844,5.14,22.7,-8.61,24.17,41.56,0.8392000000000001,1.1051,0.0391,0.0723,13.37,0.0,972713000.0,0.16,0.0925
UGPA3,22.16,9.47,1.79,0.196,0.029300000000000003,0.675,3.69,4.62,-4.36,6.56,5.39,0.0425,0.021400000000000002,0.18989999999999999,0.1887,1.68,108616000.0,13828200000.0,1.04,0.128
UGPA4,27.1,11.58,2.19,0.24,0.0,0.826,4.52,5.65,-5.34,7.59,6.24,0.0425,0.021400000000000002,0.18989999999999999,0.1887,1.68,0.0,13828200000.0,1.04,0.128
UNIP3,48.64,9.39,2.19,1.236,0.051699999999999996,0.782,2.48,7.64,-5.54,8.15,6.0,0.1617,0.1322,0.16079999999999997,0.23370000000000002,2.73,544430.0,2532350000.0,1.04,0.1295
UNIP5,59.16,11.42,2.67,1.504,0.0467,0.951,3.01,9.3,-6.74,9.81,7.22,0.1617,0.1322,0.16079999999999997,0.23370000000000002,2.73,7643.42,2532350000.0,1.04,0.1295
UNIP6,47.68,9.21,2.15,1.212,0.057999999999999996,0.767,2.43,7.49,-5.43,8.0,5.89,0.1617,0.1322,0.16079999999999997,0.23370000000000002,2.73,11034700.0,2532350000.0,1.04,0.1295
UOLL4,19.62,43.52,2.35,2.054,0.0,1.403,457.14,15.14,-12.83,16.49,16.49,0.1356,0.046900000000000004,0.1057,0.054000000000000006,1.01,0.0,1003690000.0,0.23,0.21989999999999998
USIM3,6.63,8.92,0.35,0.312,0.0388,0.211,0.67,59.78,1.96,61.97,6.86,0.0052,0.0425,0.0045000000000000005,0.0391,3.55,5067620.0,23843300000.0,0.25,0.1754
USIM5,7.18,9.66,0.38,0.338,0.0394,0.228,0.73,64.74,2.12,66.93,7.41,0.0052,0.0425,0.0045000000000000005,0.0391,3.55,116867000.0,23843300000.0,0.25,0.1754
USIM6,14.0,18.84,0.74,0.659,0.0202,0.445,1.43,126.23,4.13,128.42,14.22,0.0052,0.0425,0.0045000000000000005,0.0391,3.55,337.84,23843300000.0,0.25,0.1754
VAGV3,1.14,-0.05,-0.01,0.014,0.0,0.037,-0.08,-0.27,-0.01,-8.9,-8.9,-0.0508,-0.2929,-0.1514,0.2073,0.52,0.0,-8194580000.0,-0.31,0.0106
VAGV4,1.02,-0.04,-0.01,0.012,0.0,0.033,-0.07,-0.24,-0.01,-8.87,-8.87,-0.0508,-0.2929,-0.1514,0.2073,0.52,0.0,-8194580000.0,-0.31,0.0106
VALE3,60.41,7.08,1.46,1.33,0.1157,0.599,29.66,3.33,-1.56,3.99,3.36,0.3997,0.19,0.2004,0.20679999999999998,1.12,1342400000.0,187211000000.0,0.39,0.0519
VALE5,33.36,3.91,0.81,0.735,0.0,0.331,16.38,1.84,-0.86,2.5,2.1,0.3997,0.19,0.2004,0.20679999999999998,1.12,0.0,187211000000.0,0.39,0.0519
VAMO3,7.68,14.12,1.73,1.384,0.0416,0.38,5.36,3.73,-0.76,8.22,6.4,0.37079999999999996,0.098,0.1245,0.1229,1.34,61685800.0,4889880000.0,2.59,0.5505
VBBR3,20.8,4.25,1.41,0.142,0.07200000000000001,0.539,1.85,4.21,-6.61,6.05,5.5,0.0338,0.0335,0.16570000000000001,0.3306,2.2,182825000.0,16556000000.0,0.95,0.2041
VCPA4,26.01,4.72,1.02,0.789,0.0,0.353,3.76,2.01,-1.0,4.05,2.99,0.3918,0.1675,0.22949999999999998,0.2157,1.46,0.0,14149000000.0,1.46,0.2271
VGOR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77,6.77,0.045,-0.045899999999999996,0.06,-0.2429,1.04,0.0,135178000.0,1.89,0.04769999999999999
VGOR4,5.87,-29.58,7.18,1.229,0.0,1.468,113.97,27.32,-3.22,34.09,34.09,0.045,-0.045899999999999996,0.06,-0.2429,1.04,0.0,135178000.0,1.89,0.04769999999999999
VIGR3,25.0,36.57,2.55,0.763,0.0,0.899,11.45,12.39,-5.02,15.2,22.95,0.0616,0.022799999999999997,0.0906,0.0698,1.26,0.0,1593560000.0,0.84,0.5472
VINE3,17.2,4.04,0.65,0.577,0.0,0.34,1.38,4.52,7.6,7.4,5.54,0.1276,0.1442,0.0862,0.16140000000000002,1.91,0.0,1118520000.0,0.6,0.022099999999999998
VINE5,17.64,4.14,0.67,0.592,0.0,0.349,1.41,4.64,7.8,7.52,5.63,0.1276,0.1442,0.0862,0.16140000000000002,1.91,0.0,1118520000.0,0.6,0.022099999999999998
VITT3,5.3,9.58,1.36,1.125,0.0521,0.893,2.95,10.18,3.27,12.72,10.16,0.1104,0.1173,0.09300000000000001,0.14150000000000001,1.97,2918380.0,605093000.0,0.37,0.0748
VIVA3,21.73,14.01,2.61,2.291,0.0172,1.599,3.87,11.98,6.73,11.66,8.77,0.1912,0.1636,0.1586,0.18600000000000003,2.96,85274000.0,1969940000.0,0.11,0.2747
VIVO3,65.79,8.99,2.69,1.366,0.0,1.175,-29.21,6.21,-4.74,6.65,6.65,0.22010000000000002,0.152,0.23920000000000002,0.2988,0.89,0.0,9816290000.0,0.35,0.1306
VIVO4,71.8,9.81,2.93,1.491,0.0,1.282,-31.87,6.78,-5.17,7.22,7.22,0.22010000000000002,0.152,0.23920000000000002,0.2988,0.89,0.0,9816290000.0,0.35,0.1306
VIVR3,2.49,-0.94,0.64,1.091,0.0,0.242,2.08,-2.62,-1.29,-3.45,-3.53,-0.4164,-1.1609,-0.09699999999999999,-0.6812,1.37,180363.0,106057000.0,0.28,0.10439999999999999
VIVT3,45.0,14.61,1.08,1.405,0.0546,0.6,311.29,9.75,-2.35,11.3,4.08,0.1441,0.0964,0.0708,0.0741,1.01,123934000.0,68664700000.0,0.27,0.0512
VIVT4,45.34,14.72,1.09,1.416,0.0,0.605,313.65,9.83,-2.37,11.37,4.1,0.1441,0.0964,0.0708,0.0741,1.01,0.0,68664700000.0,0.27,0.0512
VLID3,15.84,4.3,0.84,0.586,0.08990000000000001,0.474,1.38,2.97,4.5,3.25,2.56,0.19760000000000003,0.1346,0.2182,0.196,2.82,6458190.0,1538910000.0,0.46,0.0084
VNET3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12164500000.0,0.0,-0.0735
VPSC3,6.03,-0.03,2.59,0.017,0.0,0.02,-0.03,-0.08,-0.04,-0.15,-0.15,-0.22820000000000001,-0.5589999999999999,-0.28559999999999997,-82.4683,0.43,0.0,1232000.0,6.15,-0.1002
VPSC4,9.99,-0.05,4.3,0.029,0.0,0.033,-0.06,-0.13,-0.06,-0.2,-0.2,-0.22820000000000001,-0.5589999999999999,-0.28559999999999997,-82.4683,0.43,0.0,1232000.0,6.15,-0.1002
VPTA3,5.0,-0.03,0.0,0.124,0.0,0.026,-0.01,-0.06,0.0,-6.82,-6.82,-1.9357,-3.9638,-0.45,0.1011,0.23,0.0,-867658000.0,-0.34,-0.5891
VPTA4,10.5,-0.07,-0.01,0.26,0.0,0.054,-0.02,-0.13,-0.01,-6.89,-6.89,-1.9357,-3.9638,-0.45,0.1011,0.23,0.0,-867658000.0,-0.34,-0.5891
VSPT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192740000.0,0.0,0.09939999999999999
VSTE3,16.45,171.59,1.81,1.716,0.0029,1.132,8.63,41.75,-18.38,47.79,9.86,0.041100000000000005,0.01,0.03,0.0105,1.72,150931.0,1037470000.0,0.31,0.1094
VTLM3,0.79,-2.07,-0.65,390.404,0.0,53.237,-0.72,-2.88,-0.64,-2.88,-2.94,-135.485,-188.606,5.2170000000000005,0.3147,0.0,0.0,-19776000.0,0.0,0.43479999999999996
VULC3,14.9,8.18,2.04,1.439,0.19260000000000002,1.408,2.89,7.65,3.39,7.37,6.21,0.1882,0.17579999999999998,0.2419,0.24969999999999998,3.04,11591300.0,2002700000.0,0.21,0.25980000000000003
VULC4,18.0,9.89,2.47,1.738,0.0,1.701,3.49,9.24,4.09,8.96,7.55,0.1882,0.17579999999999998,0.2419,0.24969999999999998,3.04,0.0,2002700000.0,0.21,0.25980000000000003
VVAR11,14.58,-0.18,0.14,0.017,0.0,0.015,-0.09,0.65,-0.03,10.52,4.09,0.0255,-0.09300000000000001,0.0315,-0.8086,0.71,0.0,3202000000.0,2.77,0.0189
VVAR4,4.84,-0.18,0.14,0.017,0.0,0.015,-0.09,0.65,-0.03,10.52,4.09,0.0255,-0.09300000000000001,0.0315,-0.8086,0.71,0.0,3202000000.0,2.77,0.0189
VVAX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.44,-4.44,-0.0736,-0.3776,-0.0652,-0.9203,2.19,0.0,144676000.0,1.55,0.0
